iso3,region,country,income_generation_year,income_2022,gdp,population_generation_year,msw_year_reported,msw_tpy,msw_kg_cap_day,msw_2022_tpy,population_2022,msw_2030_tpy,population_2030,msw_2040_tpy,population_2040,msw_2050_tpy,population_2050,food_pct,green_pct,wood_pct,collection_total_population_pct,collection_total_weight_pct,treatment_open_dump_pct,treatment_controlled_landfill_pct,treatment_sanitary_landfill_pct,treatment_unspecified_landfill_pct,treatment_anaerobic_digestion_pct,treatment_composting_pct,treatment_recycling_pct,treatment_incineration_pct,treatment_mbt_pct,treatment_rdf_pct,treatment_other_pct,treatment_uncollected_pct,treatment_unaccounted_pct,food_frac,green_frac,wood_frac,collection_total_population_frac,collection_total_weight_frac,treatment_open_dump_frac,treatment_controlled_landfill_frac,treatment_sanitary_landfill_frac,treatment_unspecified_landfill_frac,treatment_anaerobic_digestion_frac,treatment_composting_frac,treatment_recycling_frac,treatment_incineration_frac,treatment_mbt_frac,treatment_rdf_frac,treatment_other_frac,treatment_uncollected_frac,treatment_unaccounted_frac,ofmsw_food_green_frac,ofmsw_food_green_wood_frac,ofmsw_food_green_tpy_tpy,ofmsw_food_green_wood_tpy_tpy,ofmsw_food_green_2022_tpy,ofmsw_food_green_wood_2022_tpy,ofmsw_food_green_2030_tpy,ofmsw_food_green_wood_2030_tpy,ofmsw_food_green_2040_tpy,ofmsw_food_green_wood_2040_tpy,ofmsw_food_green_2050_tpy,ofmsw_food_green_wood_2050_tpy,landfill_dump_uncollected_frac,known_diversion_or_treatment_frac,ofmsw_food_green_2022_to_landfill_dump_uncollected_tpy
HTI,L. Amer. & the Caribbean,Haiti,LMIC,LMIC,20877414952.64,11311562.0,2021.0,2799501.7762,0.6780555930295038,2759481.921898558,11437610.0,2967926.2635416873,12489161.0,3348303.7295739967,13679423.0,3698040.3710501944,14668218.0,0.613,,0.01,,0.43,0.43,,,,,,,,,,,0.57,,0.613,,0.01,,0.43,0.43,,,,,,,,,,,0.57,,0.613,0.623,1716094.5888106,1744089.6065726,1691562.418123816,1719157.2373428014,1819338.7995510544,1849018.0621864712,2052510.18622886,2085993.2235246,2266898.747453769,2303879.151164271,1.0,,1691562.418123816
HND,L. Amer. & the Caribbean,Honduras,LMIC,LMIC,28144331506.61,10206319.0,2021.0,3234671.22062583,0.8682966829883968,3354537.5450182515,10373434.0,4467472.2748298105,11799662.0,6330487.825019407,13410505.0,8836047.213070989,14785303.0,0.58,0.01,,0.646,0.5261,0.303,0.1468,0.0763,,,,,,,,,0.4739,,0.58,0.01,,0.646,0.5261,0.303,0.1468,0.0763,,,,,,,,,0.4739,,0.59,0.59,1908456.0201692395,1908456.0201692395,1979177.1515607683,1979177.1515607683,2635808.642149588,2635808.642149588,3734987.81676145,3734987.81676145,5213267.855711883,5213267.855711883,1.0,,1979177.1515607683
JAM,L. Amer. & the Caribbean,Jamaica,UMIC,UMIC,14657586159.43,2836825.0,2021.0,1229527.38443669,1.1874430662937887,1267177.9220949754,2838538.0,1385885.212142664,2812938.0,1500759.4294745014,2685163.0,1617323.5226691733,2467334.0,0.55,,,0.538,,0.7,,,,,,,,,,,0.3,,0.55,,,0.538,,0.7,,,,,,,,,,,0.3,,0.55,0.55,676240.0614401796,676240.0614401796,696947.8571522365,696947.8571522365,762236.8666784653,762236.8666784653,825417.6862109759,825417.6862109759,889527.9374680454,889527.9374680454,1.0,,696947.8571522365
MEX,L. Amer. & the Caribbean,Mexico,UMIC,UMIC,1316569466735.0,127241179.0,2021.0,47670612.9170294,1.0264320087034517,48785540.59245574,128055116.0,56540907.95026815,136444674.0,65533481.460315414,144319607.0,73466074.6334894,148819664.0,0.3307,0.1084,0.0079,0.995,0.8387,0.0308,0.3922,0.289,,,0.0063,0.0745,,,0.0065,,0.1617,0.039,0.3307,0.1084,0.0079,0.995,0.8387,0.0308,0.3922,0.289,,,0.0063,0.0745,,,0.0065,,0.1617,0.039,0.4391,0.447,20932166.13186761,21308763.973912142,21421730.874147315,21807136.644827716,24827112.680962745,25273785.853769865,28775751.709224496,29293466.212760992,32258953.371565197,32839335.361169763,0.9127,0.0873,19551613.768834252
NIC,L. Amer. & the Caribbean,Nicaragua,LMIC,LMIC,14209020362.0,6605331.0,2021.0,1518162.40769799,0.6296957809057978,1563208.7738412532,6684151.0,2030345.268972255,7400217.0,2792458.431647652,8156812.0,3774332.6229458717,8733084.0,,,,,0.5813,,,,,,,,,,,,0.42,0.58,,,,,0.5813,,,,,,,,,,,,0.42,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0
PAN,L. Amer. & the Caribbean,Panama,HIC,HIC,57059846500.0,4319294.0,2021.0,1970906.38765,1.2501449375310454,2054577.5009428863,4371516.0,2536122.1923060953,4808870.0,2964305.839752036,5266527.0,3297914.698431458,5616462.0,0.33,,0.021,,0.642,,,,,,,,,,,,0.358,0.642,0.33,,0.021,,0.642,,,,,,,,,,,,0.358,0.642,0.33,0.35100000000000003,650399.1079245,691788.1420651501,678010.5753111525,721156.7028309532,836920.3234610115,890178.8894994395,978220.9271181719,1040471.3497529648,1088311.8504823812,1157568.0591494418,1.0,,678010.5753111525
PRY,L. Amer. & the Caribbean,Paraguay,UMIC,UMIC,41952910858.08,6719402.0,2022.0,2943098.076,1.2,2943098.0759999994,6719402.0,3594109.480810268,7370167.0,4431583.730612056,8056907.0,5259093.694988708,8616483.0,,,,0.57,0.5795,,,,0.5795,,,,,,,,0.4205,,,,,0.57,0.5795,,,,0.5795,,,,,,,,0.4205,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0
PER,L. Amer. & the Caribbean,Peru,UMIC,UMIC,226328766460.0,33017232.000000004,2021.0,10213959.25,0.8475407629567493,10405827.036802765,33294532.0,12369343.335237414,36044439.0,15051272.072094353,38684260.0,17693488.37481423,40515509.0,0.442464207239983,0.0954687749610796,,,0.9417,,,,0.6118,,0.00824833245122581,0.00931967884788702,,,,,0.0583,0.3124,0.442464207239983,0.0954687749610796,,,0.9417,,,,0.6118,,0.00824833245122581,0.00931967884788702,,,,,0.0583,0.3124,0.5379329822010626,0.5379329822010626,5494425.559432629,5494425.559432629,5597637.570175758,5597637.570175758,6653877.748193099,6653877.748193099,8096575.671661282,8096575.671661282,9517910.967003651,9517910.967003651,0.9825,0.017568011299112833,5499678.912697682
PRI,L. Amer. & the Caribbean,Puerto Rico,HIC,HIC,89524131600.0,3769818.0,2007.0,3026032.5,2.1991777852405607,2616935.427961946,3241925.0,2663629.641940306,3153595.0,2547779.2974275835,2870238.0,2320696.906678372,2522118.0,0.13,0.216,,,,0.86,,,,,,0.14,,,,,,,0.13,0.216,,,,0.86,,,,,,0.14,,,,,,,0.346,0.346,1047007.2449999999,1047007.2449999999,905459.6580748332,905459.6580748332,921615.8561113458,921615.8561113458,881531.6369099438,881531.6369099438,802961.1297107167,802961.1297107167,0.86,0.14,778695.3059443566
SXM,L. Amer. & the Caribbean,Sint Maarten (Dutch),HIC,HIC,1236428101.0,40708.0,2020.0,14446.0,0.97,15510.499209957647,41835.0,15560.76712336075,46118.0,14664.78932335173,49598.0,11961.109912372063,51005.0,0.257,0.202,,,,0.9,,,,,,0.1,,,,,,,0.257,0.202,,,,0.9,,,,,,0.1,,,,,,,0.459,0.459,6630.714,6630.714,7119.31913737056,7119.31913737056,7142.392109622585,7142.392109622585,6731.138299418444,6731.138299418444,5490.149449778777,5490.149449778777,0.9,0.1,6407.387223633505
KNA,L. Amer. & the Caribbean,St. Kitts and Nevis,HIC,HIC,980188889.0,46706.0,2022.0,33000.0,1.9357461333470984,33000.0,46706.0,35904.192539554315,47129.0,37247.93011206497,46389.0,37176.1919352404,44373.0,0.272,,,0.95,,,,,,,,,,,,,,,0.272,,,0.95,,,,,,,,,,,,,,,0.272,0.272,8976.0,8976.0,8976.0,8976.0,9765.940370758773,9765.940370758773,10131.436990481672,10131.436990481672,10111.924206385389,10111.924206385389,,,
LCA,L. Amer. & the Caribbean,St. Lucia,UMIC,UMIC,2342714815.0,178516.0,2022.0,81705.25,1.2539492258397007,81705.25,178516.0,91776.02470215544,181291.0,97945.2560228369,179543.0,102898.3864390119,172546.0,0.53,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,0.53,0.53,43303.7825,43303.7825,43303.7825,43303.7825,48641.29309214238,48641.29309214238,51910.98569210356,51910.98569210356,54536.144812676306,54536.144812676306,,,
MAF,L. Amer. & the Caribbean,St. Martin (French),HIC,HIC,652205849.0,33134.0,2020.0,14446.0,1.19448548897751,13318.936980974893,29484.0,9954.749325474897,21312.0,9223.138038834622,18955.0,9492.445478955206,18798.0,0.314,,,,,,,,,,,,,,,,,,0.314,,,,,,,,,,,,,,,,,,0.314,0.314,4536.044,4536.044,4182.146212026117,4182.146212026117,3125.791288199118,3125.791288199118,2896.0653441940713,2896.0653441940713,2980.6278803919345,2980.6278803919345,,,
VCT,L. Amer. & the Caribbean,St. Vincent and the Grenadines,UMIC,UMIC,989188889.0,102413.0,2022.0,31886.4,0.8530167068633866,31886.400000000005,102413.0,35428.207761825506,97126.0,38363.504999801145,92811.0,40837.51073096459,89161.0,0.3075,,,,,,,,0.999739592462203,,0.000260407537796652,,,,,,,,0.3075,,,,,,,,0.999739592462203,,0.000260407537796652,,,,,,,,0.3075,0.3075,9805.068000000001,9805.068000000001,9805.068000000001,9805.068000000001,10894.173886761342,10894.173886761342,11796.777787438852,11796.777787438852,12557.534549771612,12557.534549771612,0.999739592462203,0.000260407537796652,9802.51468638419
SUR,L. Amer. & the Caribbean,Suriname,UMIC,UMIC,3791603200.0,620300.0,2022.0,140000.0,0.6183486116969473,140000.0,620300.0,159808.0658484469,663224.0,190311.23512659676,705355.0,219938.24240901382,732936.0,0.57,,,,1.0,0.95,,,,,,0.05,,,,,,,0.57,,,,1.0,0.95,,,,,,0.05,,,,,,,0.57,0.57,79800.0,79800.0,79800.0,79800.0,91090.59753361472,91090.59753361472,108477.40402216015,108477.40402216015,125364.79817313787,125364.79817313787,0.95,0.05,75810.0
TTO,L. Amer. & the Caribbean,Trinidad and Tobago,HIC,HIC,24177305760.0,1483702.0,2021.0,780000.0,1.4403069493536187,788197.8236842811,1491733.0,840054.8577693213,1513134.0,871640.7028289099,1475884.0,883199.7045264014,1404040.0,0.206,0.1181,,,0.9503,,,,,,,,,,,,,,0.206,0.1181,,,0.9503,,,,,,,,,,,,,,0.3241,0.3241,252798.0,252798.0,255454.9146560755,255454.9146560755,272261.77940303704,272261.77940303704,282498.7517868497,282498.7517868497,286245.02423700667,286245.02423700667,,,
TCA,L. Amer. & the Caribbean,Turks and Caicos Islands,,HIC,,45669.0,,,,17804.204031711382,45669.0,17298.24768027895,48126.0,15213.846349790801,50368.0,11579.827415642269,51001.0,0.2177,,,,,,,,,,,,,,,,,,0.2177,,,,,,,,,,,,,,,,,,0.2177,0.2177,,,3875.975217703568,3875.975217703568,3765.828519996727,3765.828519996727,3312.0543503494578,3312.0543503494578,2520.9284283853217,2520.9284283853217,,,
URY,L. Amer. & the Caribbean,Uruguay,HIC,HIC,60739084241.0,3400245.0,2021.0,1250583.44,1.0076497428861744,1273687.6674783397,3393144.0,1366600.580187961,3374161.0,1448179.983891741,3339156.0,1489159.4264677907,3259966.0,0.402,,0.051,0.98,1.0,0.0498748583660581,0.299249150196348,0.648373158758755,,,,,,,,,,0.0025,0.402,,0.051,0.98,1.0,0.0498748583660581,0.299249150196348,0.648373158758755,,,,,,,,,,0.0025,0.402,0.453,502734.54288,566514.29832,512022.4423262926,576980.5133676879,549373.4332355603,619070.0628251464,582168.3535244799,656025.5327029587,598642.0894400519,674589.2201899092,0.9999971673211611,,512020.9919311552
VEN,L. Amer. & the Caribbean,"Venezuela, RB",UMC (2019),UMC (2019),,28587753.0,2020.0,8251445.5,0.79078268236052,8281900.959359008,28175250.0,9120460.470572425,29081904.0,10204127.11094162,30443949.0,11000980.160910277,31077605.0,0.5,,,0.561,0.7811,,,,0.7811,,,,,,,,0.2189,,0.5,,,0.561,0.7811,,,,0.7811,,,,,,,,0.2189,,0.5,0.5,4125722.75,4125722.75,4140950.479679504,4140950.479679504,4560230.2352862125,4560230.2352862125,5102063.55547081,5102063.55547081,5500490.080455138,5500490.080455138,1.0,,4140950.479679504
VIR,L. Amer. & the Caribbean,Virgin Islands (US),HIC,HIC,4223000000.0,105917.0,2011.0,146500.0,3.789475372354756,109731.55853543521,86915.0,94742.91187066051,81140.0,76263.73531887829,75819.0,54411.596008689485,71407.0,0.089,0.063,0.078,,,,,,,,,,,,,,,,0.089,0.063,0.078,,,,,,,,,,,,,,,,0.152,0.22999999999999998,22268.0,33695.0,16679.19689738615,25238.258463150098,14400.922604340396,21790.869730251914,11592.087768469499,17540.659123342004,8270.562593320801,12514.667081998581,,,
DZA,Mid. East & N. Africa,Algeria,LMIC,LMIC,164873415325.2,43685420.0,2020.0,13500000.0,0.8466509276976854,14286747.435989229,45123436.0,16600805.669618854,49908964.0,19433866.93424095,54636243.0,23020602.53212493,59354849.0,0.5361,,,0.85,,0.6,0.32,,,,0.01,0.07,,,,,,,0.5361,,,0.85,,0.6,0.32,,,,0.01,0.07,,,,,,,0.5361,0.5361,7237350.0,7237350.0,7659125.300433826,7659125.300433826,8899691.919482669,8899691.919482669,10418496.063446572,10418496.063446572,12341345.017472176,12341345.017472176,0.9199999999999999,0.08,7046395.276399119
BHR,Mid. East & N. Africa,Bahrain,HIC,HIC,46587191489.0,1515391.0,2022.0,1563486.5229,2.8266795304142445,1563486.5229,1515391.0,1870901.2780603564,1756268.0,2135192.3762273877,1941670.0,2387031.854790126,2130243.0,0.4126,,,1.0,,,,,0.707216236791778,,0.000411899936819084,0.277436013388485,,,,0.0149358498829181,,,0.4126,,,1.0,,,,,0.707216236791778,,0.000411899936819084,0.277436013388485,,,,0.0149358498829181,,,0.4126,0.4126,645094.53934854,645094.53934854,645094.53934854,645094.53934854,771933.867327703,771933.867327703,880980.3744314202,880980.3744314202,984889.343286406,984889.343286406,0.707216236791778,0.2927837632082222,456221.332493
DJI,Mid. East & N. Africa,Djibouti,,LMIC,,1129177.0,,,0.0,189509.53905395066,1129177.0,216922.01448622235,1254866.0,249105.2871712647,1399070.0,327617.7732929358,1525301.0,,,,0.776,,,,,0.62,,,,,,,,,0.38,,,,0.776,,,,,0.62,,,,,,,,,0.38,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0
EGY,Mid. East & N. Africa,"Egypt, Arab Rep.",LMIC,LMIC,424671765456.0,110170651.0,2021.0,25840000.0,0.6425896543712464,26957734.49261315,111743365.0,35470303.37475699,126255950.0,48587288.39349641,144307351.0,61610200.34000941,160903980.0,0.56,,,0.575,0.65,0.385,,0.07,,,0.07,0.125,,,,,0.35,,0.56,,,0.575,0.65,0.385,,0.07,,,0.07,0.125,,,,,0.35,,0.56,0.56,14470400.000000002,14470400.000000002,15096331.315863367,15096331.315863367,19863369.889863916,19863369.889863916,27208881.500357993,27208881.500357993,34501712.19040527,34501712.19040527,0.8049999999999999,0.195,12152546.70927001
IRN,Mid. East & N. Africa,"Iran, Islamic Rep.",LMIC,LMIC,394362621793.0,88945856.0,2022.0,20453099.5872,0.63,20453099.5872,88945856.0,23946594.02651566,95245110.0,27049896.524597384,99355945.0,29358465.906733006,101812773.0,0.7204,,0.011,,,0.654,0.224,,,,0.073,0.043,,,,,,0.003,0.7204,,0.011,,,0.654,0.224,,,,0.073,0.043,,,,,,0.003,0.7204,0.7314,14734412.942618882,14959397.03807808,14734412.942618882,14959397.03807808,17251126.33670188,17514538.870993555,19486745.456319958,19784294.31809053,21149838.839210458,21472781.964184523,0.881,0.11599999999999999,12981017.802447235
IRQ,Mid. East & N. Africa,Iraq,UMIC,UMIC,233636097800.34,40742646.0,2019.0,18039760.0,1.2130778153191129,18034279.312216334,43550907.0,21262695.152067404,51440155.0,26270576.271778207,61704428.0,37835198.19854148,71476409.0,0.6817,0.0093,0.0085,0.67,0.587,,,,0.586597604402719,,,0.00062722563936549,,,,,0.412775169957915,,0.6817,0.0093,0.0085,0.67,0.587,,,,0.586597604402719,,,0.00062722563936549,,,,,0.412775169957915,,0.691,0.6994999999999999,12465474.159999998,12618812.119999997,12461687.004741486,12614978.378895324,14692522.350078575,14873255.258871147,18152968.20379874,18376268.102108855,26144121.95519216,26465721.13987976,0.999372774360634,0.00062722563936549,12453870.715142358
ISR,Mid. East & N. Africa,Israel,HIC,HIC,525181008026.0,9015491.0,2022.0,6189622.0,1.88097004291288,6189621.999999999,9015491.0,7304419.727660504,10107994.0,8728313.00988288,11507411.0,10203505.339506475,13016424.0,0.43,,,,,,,,0.75744786999917,,,0.243,,,,,,,0.43,,,,,,,,0.75744786999917,,,0.243,,,,,,,0.43,0.43,2661537.46,2661537.46,2661537.4599999995,2661537.4599999995,3140900.482894017,3140900.482894017,3753174.5942496387,3753174.5942496387,4387507.295987784,4387507.295987784,0.75744786999917,0.243,2015975.8800000008
JOR,Mid. East & N. Africa,Jordan,UMIC,LMIC,43700383098.59,10762786.0,2020.0,3561640.0,0.9066349371082152,3768839.3811767157,11165043.0,4465561.016946469,12348965.0,5901858.547059654,14360147.0,7850314.901219514,16282670.0,0.51,0.01,,,0.842,0.45,,,0.48,,,0.07,,,,,,,0.51,0.01,,,0.842,0.45,,,0.48,,,0.07,,,,,,,0.52,0.52,1852052.8,1852052.8,1959796.4782118923,1959796.4782118923,2322091.728812164,2322091.728812164,3068966.4444710203,3068966.4444710203,4082163.7486341475,4082163.7486341475,0.9299999999999999,0.07,1822610.7247370598
KWT,Mid. East & N. Africa,Kuwait,HIC,HIC,165384407267.0,4793420.0,2023.0,3827000.0,2.1873592355456677,3536173.1418351578,4385601.0,4384475.346075862,5300697.0,5027565.722242405,5804569.0,5681268.548072017,6340996.0,0.47,,,1.0,,,,,1.0,,,,,,,,,,0.47,,,1.0,,,,,1.0,,,,,,,,,,0.47,0.47,1798690.0,1798690.0,1662001.376662524,1662001.376662524,2060703.4126556548,2060703.4126556548,2362955.88945393,2362955.88945393,2670196.217593848,2670196.217593848,1.0,,1662001.376662524
LBN,Mid. East & N. Africa,Lebanon,LMIC,LMIC,23131941556.78,5708460.0,2021.0,2044000.0,0.98100012963216,2067615.2774636222,5727783.0,2208716.6379289767,6076967.0,2679216.970819814,6595573.0,3262483.604942989,6986186.0,0.705,,,,0.999,0.42,,,0.57,,,,,,,,,0.01,0.705,,,,0.999,0.42,,,0.57,,,,,,,,,0.01,0.705,0.705,1441020.0,1441020.0,1457668.7706118536,1457668.7706118536,1557145.2297399284,1557145.2297399284,1888847.964427969,1888847.964427969,2300050.941484807,2300050.941484807,1.0,,1457668.7706118536
LBY,Mid. East & N. Africa,Libya,UMIC,UMIC,57372355592.02,6372899.0,2014.0,3200000.0,1.3756884092578954,4123953.955200209,7178831.0,4938199.021282134,7843617.0,5713122.1648843875,8616193.0,6985900.793454315,9234542.0,0.701,,0.025,,,0.67,,,,,,,,,,,,0.33,0.701,,0.025,,,0.67,,,,,,,,,,,,0.33,0.701,0.726,2243200.0,2323200.0,2890891.722595346,2993990.5714753517,3461677.5139187756,3585132.489450829,4004898.637583955,4147726.691706065,4897116.456211474,5071763.9760478325,1.0,,2890891.722595346
MLT,Mid. East & N. Africa,Malta,HIC,HIC,19239187084.0,526866.0,2022.0,306109.146,1.5917808219178082,306109.146,526866.0,346875.1722871882,554720.0,363413.7557508777,552330.0,361505.7970980103,536717.0,0.356,0.011,0.008,,,,,,0.832436037199218,,,0.1212171964165,0.0125032735068241,,,,,0.0338434928774582,0.356,0.011,0.008,,,,,,0.832436037199218,,,0.1212171964165,0.0125032735068241,,,,,0.0338434928774582,0.367,0.375,112342.056582,114790.92975000001,112342.056582,114790.92975000001,127303.18822939806,130078.18960769556,133372.84836057213,136280.15840657914,132672.62753496977,135564.67391175387,0.8662795300766762,0.1337204699233241,97319.62398370233
MAR,Mid. East & N. Africa,Morocco,LMIC,LMIC,142022058447.0,36774483.0,2021.0,7433045.0,0.5537673187496632,7517551.215550017,37134402.0,9269386.705012778,39816663.0,11792471.590158962,42080852.0,14453285.197944537,43399092.0,0.7,,,,0.96,0.329,0.55,,,,,0.081,,,,,0.04,,0.7,,,,0.96,0.329,0.55,,,,,0.081,,,,,0.04,,0.7,0.7,5203131.5,5203131.5,5262285.850885011,5262285.850885011,6488570.6935089445,6488570.6935089445,8254730.113111272,8254730.113111272,10117299.638561174,10117299.638561174,0.919,0.081,4836040.696963325
OMN,Mid. East & N. Africa,Oman,HIC,HIC,109852795839.0,4527058.0,2022.0,3307951.049,2.0019358237295326,3307951.0490000006,4527058.0,4605128.013732091,6071698.0,5544119.393728191,6889400.0,6552467.059768206,7780512.0,0.3464,0.0313,0.0256,1.0,,,0.496,,,,0.204,0.3,0.001,,,,,,0.3464,0.0313,0.0256,1.0,,,0.496,,,,0.204,0.3,0.001,,,,,,0.3777,0.4033,1249413.1112072999,1334096.6580617,1249413.1112073,1334096.6580617002,1739356.8507866105,1857248.127938152,2094013.8950111377,2235943.3514905795,2474866.8084744513,2642609.965204518,0.496,0.505,619708.9031588208
QAT,Mid. East & N. Africa,Qatar,HIC,HIC,144411363351.65,2815984.0,2020.0,1298850.0,1.2636766226956304,1328224.1133707336,2839198.0,1581399.3745367362,3316996.0,1766589.7177644342,3690422.0,1979563.7258319578,4140482.0,0.57,,,1.0,1.0,,,,0.996867228702314,,,0.00313277129768641,,,,,,,0.57,,,1.0,1.0,,,,0.996867228702314,,,0.00313277129768641,,,,,,,0.57,0.57,740344.4999999999,740344.4999999999,757087.7446213181,757087.7446213181,901397.6434859396,901397.6434859396,1006956.1391257273,1006956.1391257273,1128351.3237242159,1128351.3237242159,0.996867228702314,0.00313277129768641,754715.9618651386
SAU,Mid. East & N. Africa,Saudi Arabia,HIC,HIC,1239075200000.0,31483360.0,2022.0,20751133.0,1.8057926211840853,20751133.0,31483360.0,25759542.020382103,37187825.0,30731531.535912916,42334724.0,35303413.80742754,47441700.0,0.418163701318685,,,,1.0,,,0.882996220843561,,,,0.0372734672972495,0.00246378399034625,,,,,0.0772665278688435,0.418163701318685,,,,1.0,,,0.882996220843561,,,,0.0372734672972495,0.00246378399034625,,,,,0.0772665278688435,0.418163701318685,0.418163701318685,8677370.581836307,8677370.581836307,8677370.581836307,8677370.581836307,10771705.435517177,10771705.435517177,12850810.974249238,12850810.974249238,14762606.186899072,14762606.186899072,0.9602627487124045,0.039737251287595754,8332555.726510289
SYR,Mid. East & N. Africa,Syrian Arab Republic,LIC,LIC,21497782868.0,19199528.0,2018.0,3576050.0,0.5102936520248816,4203269.35201222,21909727.0,5110793.403558714,29073552.0,5324684.130034671,34334623.0,5029303.776877813,37634934.0,0.57,,,,0.725,0.557525,,,0.1392,,0.01015,0.0174,,,,,0.275,,0.57,,,,0.725,0.557525,,,0.1392,,0.01015,0.0174,,,,,0.275,,0.57,0.57,2038348.4999999998,2038348.4999999998,2395863.530646965,2395863.530646965,2913152.240028467,2913152.240028467,3035069.9541197624,3035069.9541197624,2866703.1528203534,2866703.1528203534,0.9717250000000001,0.027549999999999998,2328120.489317922
TUN,Mid. East & N. Africa,Tunisia,LMIC,LMIC,42491780918.0,11928934.0,2020.0,2810000.0,0.6453745269264044,2949292.608499983,12078065.0,3306142.1653118962,12606538.0,3911115.023805746,12940746.0,4557844.388769253,13142428.0,0.632,,,,0.8,0.21,,,0.7,,0.05,0.04,,,,,,,0.632,,,,0.8,0.21,,,0.7,,0.05,0.04,,,,,,,0.632,0.632,1775920.0,1775920.0,1863952.9285719893,1863952.9285719893,2089481.8484771184,2089481.8484771184,2471824.6950452314,2471824.6950452314,2880557.653702168,2880557.653702168,0.9099999999999999,0.09,1696197.1650005102
ARE,Mid. East & N. Africa,United Arab Emirates,HIC,HIC,502731935194.0,10039142.0,2022.0,4617980.0,1.2602670626633232,4617979.999999999,10039142.0,5892146.394819551,12123467.0,6860708.771619634,13613685.0,7786394.901065845,15279410.0,0.276200008392333,,,,0.999,,,,0.904495452576873,,0.00534863577306193,0.0895625812039844,0.000593330446080554,,,,,,0.276200008392333,,,,0.999,,,,0.904495452576873,,0.00534863577306193,0.0895625812039844,0.000593330446080554,,,,,,0.276200008392333,0.276200008392333,1275486.1147556258,1275486.1147556258,1275486.1147556256,1275486.1147556256,1627410.8836980145,1627410.8836980145,1894927.8202986955,1894927.8202986955,2150602.337020405,2150602.337020405,0.904495452576873,0.09550454742312688,1153671.390621407
PSE,Mid. East & N. Africa,West Bank and Gaza,LMIC,UMIC,17133500000.0,4904260.0,2019.0,1580000.0,0.882654492887341,1577724.2939100992,5242563.0,2150235.4769243333,6067574.0,2801190.77835043,7230695.0,3514941.5228457297,8397460.0,0.5,,,,,0.2944,,,0.5980000000000001,,,0.0276,,,,,0.07999999999999996,,0.5,,,,,0.2944,,,0.5980000000000001,,,0.0276,,,,,0.07999999999999996,,0.5,0.5,790000.0,790000.0,788862.1469550496,788862.1469550496,1075117.7384621666,1075117.7384621666,1400595.389175215,1400595.389175215,1757470.7614228649,1757470.7614228649,0.9724,0.0276,767089.5516990903
YEM,Mid. East & N. Africa,"Yemen, Rep.",LMIC,LIC,31317825274.15,31624406.0,2016.0,4409561.0,0.3820147338449896,5764173.517484342,37651414.0,8033878.972227054,47084412.0,11223726.66232927,58601869.0,14877901.80002422,70387948.0,0.65,,,,0.177,,,,0.177,,,,,,,,0.823,,0.65,,,,0.177,,,,0.177,,,,,,,,0.823,,0.65,0.65,2866214.65,2866214.65,3746712.786364822,3746712.786364822,5222021.331947585,5222021.331947585,7295422.330514026,7295422.330514026,9670636.170015743,9670636.170015743,1.0,,3746712.786364822
BMU,N. Amer.,Bermuda,HIC,HIC,7290037000.0,64522.99999999999,2021.0,73200.0,3.1081621314179357,74404.16839708306,64772.99999999999,74405.77189221894,63957.0,72055.10487222759,61389.0,67665.2582601834,57184.0,0.24,,,1.0,,,,,0.136986301369863,,0.191780821917808,0.0164383561643836,0.654794520547945,,,,,,0.24,,,1.0,,,,,0.136986301369863,,0.191780821917808,0.0164383561643836,0.654794520547945,,,,,,0.24,0.24,17568.0,17568.0,17857.000415299935,17857.000415299935,17857.385254132543,17857.385254132543,17293.22516933462,17293.22516933462,16239.661982444015,16239.661982444015,0.136986301369863,0.8630136986301365,2446.1644404520457
CAN,N. Amer.,Canada,HIC,HIC,1725329192783.0,37042624.0,2018.0,30452356.0,2.252300277884394,31783357.137106657,38582793.0,35191790.04814544,41517670.0,38843769.755950816,43857762.0,41771055.743256316,45546625.0,0.26536482103388,0.0358592944335735,0.0808147652024034,,,,,,0.625415147059338,,,0.355242116433673,0.0193427365069898,,,,,,0.26536482103388,0.0358592944335735,0.0808147652024034,,,,,,0.625415147059338,,,0.355242116433673,0.0193427365069898,,,,,,0.3012241154674535,0.38203888066985686,9172984.0,11633984.0,9573913.640211128,12142478.184590533,10600615.828968944,13444632.078762094,11700680.186157705,14839830.318561088,12582449.318404077,15958167.38055184,0.625415147059338,0.3745848529406628,5987670.607226044
USA,N. Amer.,United States,HIC,HIC,20656516000000.0,333675290.0,2018.0,265260817.976,2.1779915649658514,274658376.57859516,340592993.0,295060574.01132166,354856131.0,313933391.36532694,369567825.0,328445977.8941695,380412816.0,0.216,0.121,0.062,1.0,,,,0.491,,0.063,0.088,0.241,0.117,,,,,,0.216,0.121,0.062,1.0,,,,0.491,,0.063,0.088,0.241,0.117,,,,,,0.33699999999999997,0.39899999999999997,89392895.657912,105839066.37242399,92559872.90698656,109588692.25485946,99435413.44181539,117729169.03051734,105795552.89011517,125259423.15476544,110686294.55033511,131049945.17977363,0.491,0.509,45446897.5973304
