iso3,region,country,income_generation_year,income_2022,gdp,population_generation_year,msw_year_reported,msw_tpy,msw_kg_cap_day,msw_2022_tpy,population_2022,msw_2030_tpy,population_2030,msw_2040_tpy,population_2040,msw_2050_tpy,population_2050,food_pct,green_pct,wood_pct,collection_total_population_pct,collection_total_weight_pct,treatment_open_dump_pct,treatment_controlled_landfill_pct,treatment_sanitary_landfill_pct,treatment_unspecified_landfill_pct,treatment_anaerobic_digestion_pct,treatment_composting_pct,treatment_recycling_pct,treatment_incineration_pct,treatment_mbt_pct,treatment_rdf_pct,treatment_other_pct,treatment_uncollected_pct,treatment_unaccounted_pct,food_frac,green_frac,wood_frac,collection_total_population_frac,collection_total_weight_frac,treatment_open_dump_frac,treatment_controlled_landfill_frac,treatment_sanitary_landfill_frac,treatment_unspecified_landfill_frac,treatment_anaerobic_digestion_frac,treatment_composting_frac,treatment_recycling_frac,treatment_incineration_frac,treatment_mbt_frac,treatment_rdf_frac,treatment_other_frac,treatment_uncollected_frac,treatment_unaccounted_frac,ofmsw_food_green_frac,ofmsw_food_green_wood_frac,ofmsw_food_green_tpy_tpy,ofmsw_food_green_wood_tpy_tpy,ofmsw_food_green_2022_tpy,ofmsw_food_green_wood_2022_tpy,ofmsw_food_green_2030_tpy,ofmsw_food_green_wood_2030_tpy,ofmsw_food_green_2040_tpy,ofmsw_food_green_wood_2040_tpy,ofmsw_food_green_2050_tpy,ofmsw_food_green_wood_2050_tpy,landfill_dump_uncollected_frac,known_diversion_or_treatment_frac,ofmsw_food_green_2022_to_landfill_dump_uncollected_tpy,country_wdi,gdp_current_usd_2022,gdp_per_capita_current_usd_2022,population_wdi_2022,urban_population_pct_2022,country_ember,electricity_carbon_intensity_latest_year,electricity_carbon_intensity_latest_gco2_kwh,electricity_carbon_intensity_2022_gco2_kwh,ofmsw_food_green_2022_kg_per_cap_day,unmanaged_ofmsw_food_green_2022_kg_per_cap_day,doc_food_green_weighted,first_pass_ch4_open_dump_tpy,first_pass_ch4_controlled_landfill_tpy,first_pass_ch4_sanitary_landfill_tpy,first_pass_ch4_unspecified_landfill_tpy,first_pass_ch4_uncollected_tpy,first_pass_ch4_unaccounted_tpy,first_pass_ch4_total_tpy,first_pass_co2e_gwp100_tpy,first_pass_co2e_gwp20_tpy,first_pass_ch4_kg_per_cap_year,ad_screen_diverted_ofmsw_tpy,ad_screen_avoided_ch4_tpy,ad_screen_avoided_landfill_gwp100_tco2e,ad_screen_electricity_generated_mwh,ad_screen_avoided_grid_tco2e,ad_screen_process_tco2e,ad_screen_net_gwp100_benefit_tco2e,ad_screen_grid_credit_share,ad_screen_electricity_yield_kwh_per_tonne,ad_screen_process_emissions_kgco2e_per_tonne,ad_screen_electricity_yield_source,ad_screen_process_emissions_source
SYR,Mid. East & N. Africa,Syrian Arab Republic,LIC,LIC,21497782868.0,19199528.0,2018.0,3576050.0,0.5102936520248816,4203269.35201222,21909727.0,5110793.403558714,29073552.0,5324684.130034671,34334623.0,5029303.776877813,37634934.0,0.57,,,,0.725,0.557525,,,0.1392,,0.01015,0.0174,,,,,0.275,,0.57,,,,0.725,0.557525,,,0.1392,,0.01015,0.0174,,,,,0.275,,0.57,0.57,2038348.5,2038348.5,2395863.530646965,2395863.530646965,2913152.240028467,2913152.240028467,3035069.9541197624,3035069.9541197624,2866703.1528203534,2866703.1528203534,0.971725,0.0275499999999999,2328120.489317922,Syrian Arab Republic,23622827079.5047,1051.67149587463,22462173.0,72.6124992370605,Syrian Arab Republic (the),2024.0,706.19,682.27,0.2922250520021097,0.28396238865675,0.15,26715.07629847899,,,10005.126103981722,13177.24941855831,,49897.451821019014,1357210.6895317172,4031714.107138336,2.221399141615507,931248.1957271688,19958.98072840761,542884.2758126869,176847.23213738986,120657.56107037698,69181.49721237565,594360.3396706883,0.2030040583414913,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
TUN,Mid. East & N. Africa,Tunisia,LMIC,LMIC,42491780918.0,11928934.0,2020.0,2810000.0,0.6453745269264044,2949292.608499983,12078065.0,3306142.165311896,12606538.0,3911115.023805746,12940746.0,4557844.388769253,13142428.0,0.632,,,,0.8,0.21,,,0.7,,0.05,0.04,,,,,,,0.632,,,,0.8,0.21,,,0.7,,0.05,0.04,,,,,,,0.632,0.632,1775920.0,1775920.0,1863952.9285719893,1863952.9285719893,2089481.8484771184,2089481.8484771184,2471824.6950452314,2471824.6950452314,2880557.653702168,2880557.653702168,0.91,0.09,1696197.1650005102,Tunisia,44929920092.7955,3707.29283414381,12119334.0,69.707138648303,Tunisia,2025.0,560.29,565.62,0.4213697181917773,0.3834464435545173,0.15,7828.602300002356,,,39143.011500011766,,,46971.61380001412,1277627.895360384,3795306.3950411407,3.8757586679279674,678478.8660002041,18788.645520005648,511051.1581441536,128845.46790682233,72877.57355745685,50403.516476289165,533525.2152253214,0.13659630599966824,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
ARE,Mid. East & N. Africa,United Arab Emirates,HIC,HIC,502731935194.0,10039142.0,2022.0,4617980.0,1.2602670626633232,4617979.999999999,10039142.0,5892146.394819551,12123467.0,6860708.771619634,13613685.0,7786394.901065845,15279410.0,0.276200008392333,,,,0.999,,,,0.904495452576873,,0.0053486357730619,0.0895625812039844,0.0005933304460805,,,,,,0.276200008392333,,,,0.999,,,,0.904495452576873,,0.0053486357730619,0.0895625812039844,0.0005933304460805,,,,,,0.276200008392333,0.276200008392333,1275486.1147556258,1275486.1147556258,1275486.1147556256,1275486.1147556256,1627410.8836980143,1627410.8836980143,1894927.8202986957,1894927.8202986957,2150602.337020405,2150602.337020405,0.904495452576873,0.0955045474231268,1153671.390621407,United Arab Emirates,511403403675.97,50759.7589231191,10074977.0,85.5147347682487,United Arab Emirates,2024.0,467.51,558.49,0.3468476906875118,0.3137221589636443,0.15,,,,34610.141718642204,,,34610.141718642204,941395.854747068,2796499.45086629,3.435257640651905,461468.5562485628,13844.056687456883,376558.34189882723,87634.46443756134,48942.97204373364,34282.03757514949,391219.27636741137,0.12510368225764296,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
PSE,Mid. East & N. Africa,West Bank and Gaza,LMIC,UMIC,17133500000.0,4904260.0,2019.0,1580000.0,0.882654492887341,1577724.2939100992,5242563.0,2150235.4769243333,6067574.0,2801190.77835043,7230695.0,3514941.5228457297,8397460.0,0.5,,,,,0.2944,,,0.5980000000000001,,,0.0276,,,,,0.0799999999999999,,0.5,,,,,0.2944,,,0.5980000000000001,,,0.0276,,,,,0.0799999999999999,,0.5,0.5,790000.0,790000.0,788862.1469550496,788862.1469550496,1075117.7384621666,1075117.7384621666,1400595.389175215,1400595.389175215,1757470.7614228649,1757470.7614228649,0.9724,0.0276,767089.5516990903,West Bank and Gaza,19165500000.0,3799.95527015163,5043612.0,86.5961423216016,"Palestine, State of",2024.0,414.14,460.78,0.4285155471993547,0.4166885180966524,0.15,4644.8203212713315,,,14152.18691637359,1262.1794351280778,,20059.186672773,545609.8774994256,1620782.283160058,3.9771470669775937,306835.82067963615,8023.674669109201,218243.95099977026,58269.17663494276,26849.271209848925,22794.526282469487,222298.6959271497,0.12078015616721294,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
YEM,Mid. East & N. Africa,"Yemen, Rep.",LMIC,LIC,31317825274.15,31624406.0,2016.0,4409561.0,0.3820147338449896,5764173.517484342,37651414.0,8033878.972227054,47084412.0,11223726.66232927,58601869.0,14877901.80002422,70387948.0,0.65,,,,0.177,,,,0.177,,,,,,,,0.823,,0.65,,,,0.177,,,,0.177,,,,,,,,0.823,,0.65,0.65,2866214.65,2866214.65,3746712.786364822,3746712.786364822,5222021.331947585,5222021.331947585,7295422.330514026,7295422.330514026,9670636.170015745,9670636.170015745,1.0,,3746712.786364822,"Yemen, Rep.",,,38222876.0,36.3226310308295,Yemen,2024.0,592.38,584.16,0.2685555775024835,0.2685555775024835,0.15,,,,19895.0448955972,61670.89246356497,,81565.93735916217,2218593.496169211,6590527.738620303,2.133956046613608,1498685.114545929,32626.37494366487,887437.3984676844,284605.4527343255,166255.12126928355,111335.81847450252,942356.7012624654,0.17642483047719967,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
BMU,N. Amer.,Bermuda,HIC,HIC,7290037000.0,64522.99999999999,2021.0,73200.0,3.1081621314179357,74404.16839708306,64772.99999999999,74405.77189221894,63957.0,72055.10487222759,61389.0,67665.2582601834,57184.0,0.24,,,1.0,,,,,0.136986301369863,,0.191780821917808,0.0164383561643836,0.654794520547945,,,,,,0.24,,,1.0,,,,,0.136986301369863,,0.191780821917808,0.0164383561643836,0.654794520547945,,,,,,0.24,0.24,17568.0,17568.0,17857.000415299935,17857.000415299935,17857.385254132543,17857.385254132543,17293.22516933462,17293.22516933462,16239.661982444017,16239.661982444017,0.136986301369863,0.8630136986301365,2446.1644404520457,Bermuda,7874381000.0,121613.939983629,64749.0,100.0,Bermuda,2024.0,639.34,650.79,0.7555836971851446,0.1035046160527595,0.15,,,,73.38493321356137,,,73.38493321356137,1996.070183408869,5929.502603655758,1.1333755457777166,978.4657761808184,29.353973285424548,798.4280733635477,185.81401290514435,120.92590145853887,72.68924404669681,846.6647307753898,0.14282619443447572,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
CAN,N. Amer.,Canada,HIC,HIC,1725329192783.0,37042624.0,2018.0,30452356.0,2.252300277884394,31783357.137106657,38582793.0,35191790.04814544,41517670.0,38843769.755950816,43857762.0,41771055.74325632,45546625.0,0.26536482103388,0.0358592944335735,0.0808147652024034,,,,,,0.625415147059338,,,0.355242116433673,0.0193427365069898,,,,,,0.26536482103388,0.0358592944335735,0.0808147652024034,,,,,,0.625415147059338,,,0.355242116433673,0.0193427365069898,,,,,,0.3012241154674535,0.3820388806698568,9172984.0,11633984.0,9573913.640211128,12142478.184590532,10600615.828968944,13444632.078762094,11700680.186157703,14839830.318561088,12582449.318404077,15958167.38055184,0.625415147059338,0.3745848529406628,5987670.607226044,Canada,2190411080134.32,56256.8007264015,38935934.0,82.3500897353968,Canada,2025.0,190.61,160.6,0.6736681951469323,0.4213222933370174,0.1559522615541463,,,,186758.15452763805,,,186758.15452763805,5079821.803151755,15090058.885833154,4.796550007703374,2395068.2428904176,74703.26181105523,2031928.7212607022,454831.6887793729,73045.96921796729,177927.22469608622,1927047.4657825832,0.03790564089105245,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
USA,N. Amer.,United States,HIC,HIC,20656516000000.0,333675290.0,2018.0,265260817.976,2.177991564965851,274658376.57859516,340592993.0,295060574.01132166,354856131.0,313933391.36532694,369567825.0,328445977.8941695,380412816.0,0.216,0.121,0.062,1.0,,,,0.491,,0.063,0.088,0.241,0.117,,,,,,0.216,0.121,0.062,1.0,,,,0.491,,0.063,0.088,0.241,0.117,,,,,,0.3369999999999999,0.3989999999999999,89392895.657912,105839066.372424,92559872.90698656,109588692.25485946,99435413.4418154,117729169.03051734,105795552.89011516,125259423.15476544,110686294.55033512,131049945.17977364,0.491,0.509,45446897.5973304,United States,25604848907611.0,76657.2488844403,334017321.0,80.0324978239707,United States of America,2025.0,384.4,410.39,0.7592082115282087,0.3727712318603504,0.1679525222551929,,,2544307.026715035,,,,2544307.026715035,69205151.12664895,205580007.7585748,7.617290681506409,18178759.03893216,1017722.8106860141,27682060.450659584,3452208.8037092746,1416751.9709542491,1350481.8302432313,27748330.591370605,0.051057196622662476,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
AFG,S. Asia,Afghanistan,LIC,LIC,18753456497.82,35174083.0,2017.0,4148162.0,0.3231023079481638,3268836.0601957585,40292816.0,4125552.840849704,49371851.0,5922887.793723328,62637433.0,8015087.8655035775,76238717.0,0.5217,0.0208,0.0208,,0.592,,,,0.231,,0.065,0.189,0.077,,,0.031,0.408,,0.5217,0.0208,0.0208,,0.592,,,,0.231,,0.065,0.189,0.077,,,0.031,0.408,,0.5425000000000001,0.5633000000000001,2250377.885,2336659.6546000005,1773343.562656199,1841335.3527082712,2238112.4161609644,2323923.9152506385,3213166.628094906,3336362.6942043514,4348185.167035691,4514898.994638166,0.639,0.362,1133166.5365373115,Afghanistan,14497243872.1337,357.261152798144,40578842.0,25.3939250580909,Afghanistan,2024.0,131.31,125.0,0.1197292794635828,0.0765070095772294,0.1519170506912442,,,,12446.331924227745,14655.421140216218,,27101.75306444396,737167.6833528758,2189821.647607072,0.6678789174034084,453266.61461492465,10840.701225777586,294867.0733411503,86076.887539462,10759.61094243275,33672.72353312813,271953.9607504549,0.039564089865584906,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
BGD,S. Asia,Bangladesh,LMIC,LMIC,416271647911.0,166974426.0,2021.0,30472832.745,0.5,31644328.621925004,168343283.0,35834220.648211,185080492.0,40265156.41419398,201908614.0,50663364.47252008,214180172.0,0.1925,0.0423,,0.7701,0.8063,0.00999812,,,0.55013849,,,0.0314457,0.00290268,,,0.20875107,0.1937,,0.1925,0.0423,,0.7701,0.8063,0.00999812,,,0.55013849,,,0.0314457,0.00290268,,,0.20875107,0.1937,,0.2348,0.2348,7155021.128526,7155021.128526,7430088.360427992,7430088.360427992,8413875.008199943,8413875.008199943,9454258.726052746,9454258.726052746,11895757.978147715,11895757.978147715,0.75383661,0.24309945,5601072.621625495,Bangladesh,460131689083.083,2716.48592780431,169384897.0,31.673734726234,Bangladesh,2025.0,696.13,676.48,0.1201784033137618,0.0905948801492589,0.1590076660988074,1574.9585309198128,,,129991.23455402275,30512.6831283449,,162078.87621328747,4408545.433001419,13095973.198033627,0.9568673422712975,2240429.048650198,64831.55048531499,1763418.1732005677,425465.1744528838,287818.6812138868,166439.2335951746,1884797.6208192802,0.1527053504496564,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
BTN,S. Asia,Bhutan,LMIC,LMIC,2735683570.0,762354.0,2019.0,60377.7,0.2169836534790708,60387.5252072198,778165.0,72458.53283068229,818381.0,87344.56394121457,860537.0,100123.34224038802,881833.0,0.438474801126906,0.0069214296006638,0.0180993976252822,,0.671738591103542,,,,0.423260671324545,,,0.237268502997224,,,,,0.328261408896458,0.0112094167817726,0.438474801126906,0.0069214296006638,0.0180993976252822,,0.671738591103542,,,,0.423260671324545,,,0.237268502997224,,,,,0.328261408896458,0.0112094167817726,0.4453962307275698,0.463495628352852,26891.999999999993,27984.799999999992,26896.37611026181,27989.353940594032,32272.757406835764,33584.21320388285,38902.93955396018,40483.82354713911,44594.5592417153,46406.7314244963,0.7627314970027755,0.237268502997224,20514.71321452968,Bhutan,2898227743.75576,3711.32767981591,780914.0,40.9365143617581,Bhutan,2024.0,23.64,24.14,0.0943621214012684,0.0719729621167471,0.1507769968763944,,,,343.29444044049023,177.49553143010002,9.091632467813724,529.881604338404,14412.77963800459,42814.43363054304,0.678540280156847,8205.885285811872,211.95264173536162,5765.111855201836,1558.3258111975165,37.617985082308046,609.6070119976782,5193.122828286466,0.007243808075827961,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
IND,S. Asia,India,LMIC,LMIC,3167270623260.0,1409264315.0,2021.0,202254010.156059,0.3931984723320157,209781997.48594695,1419143477.0,231333564.22780535,1519355889.0,308820831.24557847,1618706679.0,376163172.4814856,1677686950.0,0.45,,,,0.9544,,,,0.184,,,,,,,0.5,0.046,0.271,0.45,,,,0.9544,,,,0.184,,,,,,,0.5,0.046,0.271,0.45,0.45,91014304.57022657,91014304.57022657,94401898.86867614,94401898.86867614,104100103.9025124,104100103.9025124,138969374.0605103,138969374.0605103,169273427.61666852,169273427.61666852,0.501,0.5,47295351.33320674,India,3346107287730.93,2347.44829434623,1425423212.0,34.7555673994206,India,2025.0,670.13,705.75,0.18144459637594,0.0909037427843459,0.15,,,,521098.4817550923,86849.74695918204,767487.4378023371,1375435.6665166114,37411850.12925183,111135201.8545422,0.964931435757068,18918140.533282697,550174.2666066446,14964740.051700734,3592619.8900012565,2535491.4873683867,1405409.7420770384,16094821.796992082,0.15753461078035905,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
MDV,S. Asia,Maldives,UMIC,UMIC,5726094799.38,480463.0,2019.0,205261.0,1.1704520516867876,225022.00241445427,523068.99999999994,284072.46316619543,538580.0,330773.5901329817,563377.0,366728.45485951216,589054.0,0.574069112008613,0.0554269929504387,0.0045697916311427,,0.79,0.79,,,,,,,,,,,0.21,,0.574069112008613,0.0554269929504387,0.0045697916311427,,0.79,0.79,,,,,,,,,,,0.21,,0.6294961049590517,0.6340658965901945,129210.99999999993,130148.99999999993,141650.4740499853,142678.77771344187,178822.50908924371,180120.66105405873,208220.6866120338,209732.25299602657,230854.1339117143,232530.0065356333,1.0,,141650.4740499853,Maldives,6177123352.26211,11786.0191492983,524106.0,41.0641769690663,Maldives,2024.0,611.77,611.77,0.7404675591348027,0.7404675591348027,0.1544024889521789,2303.7648994817705,,,,612.3932011280655,,2916.158100609836,79319.50033658753,235625.57452927472,5.564061660446238,56660.18961999412,1166.4632402439345,31727.800134635017,10759.964693248417,6582.623600388583,4209.228826679743,34101.19490834386,0.19303205116656927,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
NPL,S. Asia,Nepal,LMIC,LMIC,33433659301.25,28698722.0,2020.0,1788500.0,0.1707393102731194,1950375.8471775071,29715593.0,2053305.7963368455,30372637.0,2284379.728058034,32806502.999999996,2479601.743360488,34572943.0,0.56,,,,0.623,,,,0.23051,,,,,,,,0.377,0.39249,0.56,,,,0.623,,,,0.23051,,,,,,,,0.377,0.39249,0.56,0.56,1001560.0,1001560.0,1092210.4744194043,1092210.4744194043,1149851.2459486336,1149851.2459486336,1279252.6477124991,1279252.6477124991,1388576.9762818734,1388576.9762818734,1.0,,1092210.4744194043,Nepal,41182939600.6209,1385.91066274851,29715436.0,66.2992968721053,Nepal,2024.0,24.26,23.36,0.1007004394673109,0.1007004394673109,0.15,,,,7552.963093752505,8235.266977122308,12860.45067314616,28648.680744020978,779244.1162373705,2314813.4041168946,0.9641009724380613,436884.18976776174,11459.472297608392,311697.64649494825,82965.80877097399,1938.0812928899525,32455.68957365725,281180.03821418097,0.006892670280575443,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
PAK,S. Asia,Pakistan,LMIC,LMIC,374890295667.0,241727933.0,2022.0,48500000.0,0.5496953152235291,48500000.0,241727933.0,62101107.24331968,274579648.0,92718582.85095952,322538176.0,136137315.57570416,369610589.0,0.5696,,0.0387,,,,,,,,,,,,,,,,0.5696,,0.0387,,,,,,,,,,,,,,,,0.5696,0.6083,27625600.0,29502549.999999996,27625600.0,29502549.999999996,35372790.68579489,37776103.53611136,52812504.791906536,56400713.94823866,77543814.95192109,82812329.06470083,,,,Pakistan,374890295666.694,1538.3228133171,243700667.0,38.3740439760816,Pakistan,2019.0,468.99,,0.3105718842471028,,0.15,,,,,,,,,,,,,,,,,,,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
LKA,S. Asia,Sri Lanka,LMIC,LMIC,88556698938.0,22635611.0,2021.0,2971830.0,0.3596987066088032,2847753.7042361693,22765133.0,3155836.8317831983,23719665.0,3797570.690980723,24499783.0,4362359.855737962,24812185.0,0.62,,0.06,,0.4735,0.2481,,0.0006,,,0.1388,,0.086,,,,0.5265,,0.62,,0.06,,0.4735,0.2481,,0.0006,,,0.1388,,0.086,,,,0.5265,,0.62,0.6799999999999999,1842534.6,2020844.4,1765607.2966264249,1936472.518880595,1956618.835705583,2145969.0456125746,2354493.8284080485,2582348.0698668915,2704663.110557536,2966404.701901814,0.7751999999999999,0.2248,1368698.7763448043,Sri Lanka,74143020262.8076,3342.63650253855,22181000.0,19.9877933196367,Sri Lanka,2025.0,329.28,410.15,0.2180821543090902,0.1690572860204067,0.15,8760.943405860318,,52.96821889879274,,18591.84483347625,,27405.756458235363,745436.5756640019,2214385.121825417,1.23555098770278,547479.5105379218,10962.302583294148,298174.6302656008,103968.24019074955,42642.57371423592,40671.70535835167,300145.4986214851,0.14207300762492087,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
AGO,Sub-Saharan Africa,Angola,UMIC,LMIC,135966802586.71,26665959.0,2014.0,7786460.028000001,0.8000000000000002,8090354.530519696,35083102.0,10328834.66414131,44521473.0,15201524.611415507,58229076.0,22788288.35851137,73497124.0,0.5181,,,0.231,,,,,,,,,,,,,,,0.5181,,,0.231,,,,,,,,,,,,,,,0.5181,0.5181,4034164.940506801,4034164.940506801,4191612.6822622544,4191612.6822622544,5351369.239491613,5351369.239491613,7875909.901174375,7875909.901174375,11806612.19854474,11806612.19854474,,,,Angola,131212208930.344,3682.1131513698,35635029.0,69.0506188977513,Angola,2024.0,185.38,172.16,0.3222635335125542,,0.15,,,,,,,,,,,,,,,,,,,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
BEN,Sub-Saharan Africa,Benin,,LMIC,,13584835.0,,,0.0,1492997.691193008,13584835.0,1860608.878479202,16436642.0,2360734.985864448,20247342.0,3599344.3583407444,24236532.0,0.5213,,,,,,,,,,,0.25,,,,,,0.75,0.5213,,,,,,,,,,,0.25,,,,,,0.75,0.5213,0.5213,,,778299.6964189151,778299.6964189151,969935.408351208,969935.408351208,1230651.1481311363,1230651.1481311363,1876338.21400303,1876338.21400303,0.75,0.25,583724.7723141863,Benin,17425405090.862,1266.42711031904,13759501.0,50.9627000010887,Benin,2024.0,584.16,595.96,0.1549713129418201,0.1162284847063651,0.15,,,,,,17511.743169425587,17511.743169425587,476319.414208376,1414948.8480895874,1.272701907534698,233489.90892567454,7004.697267770235,190527.7656833504,44340.53597631266,26425.185820443294,17345.731844179438,199607.21965961423,0.13238592203982188,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
BWA,Sub-Saharan Africa,Botswana,UMIC,UMIC,16105155856.77,2250626.0,2017.0,241000.0,0.2933734759141411,267424.8424320635,2419846.0,341266.28047325683,2745899.0,430644.9308230463,3110283.0,514119.95009203313,3423337.0,0.1283,,,0.49,0.763148962655602,,,,0.756941742738589,,,0.006290622406639,,,,,0.236850622406639,,0.1283,,,0.49,0.763148962655602,,,,0.756941742738589,,,0.006290622406639,,,,,0.236850622406639,,0.1283,0.1283,30920.3,30920.3,34310.607284033744,34310.607284033744,43784.46378471885,43784.46378471885,55251.74462459684,55251.74462459684,65961.58959680785,65961.58959680785,0.993792365145228,0.006290622406639,34097.619562368985,Botswana,20321150599.1523,8328.7090572666,2439892.0,66.5889787170477,Botswana,2024.0,851.31,847.66,0.0385269773382892,0.0382878159309151,0.15,,,,779.1339261598748,162.52977380746307,,941.6636999673378,25613.25263911159,76086.42695736089,0.3859448286921462,13639.047824947595,376.66547998693517,10245.301055644637,2590.1020457258746,2195.525900079995,1013.2312238675319,11427.5957318571,0.19212491862653597,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
BFA,Sub-Saharan Africa,Burkina Faso,LIC,LIC,19697516284.0,21738045.0,2021.0,457771.0,0.0576945683610311,465239.8381575218,22252441.0,669173.9934303942,26461268.0,831575.0643804554,31925362.0,994433.5356654634,37065760.0,0.2842,,,0.091,,0.09,,,0.17,,,,,,,0.11,0.54,0.09,0.2842,,,0.091,,0.09,,,0.17,,,,,,,0.11,0.54,0.09,0.2842,0.2842,130098.5182,130098.5182,132221.1620043677,132221.1620043677,190179.24893291804,190179.24893291804,236333.63329692543,236333.63329692543,282618.0108361247,282618.0108361247,0.89,0.11,117676.83418388726,Burkina Faso,18622421394.6133,827.330843486661,22509038.0,27.2791369742712,Burkina Faso,2024.0,562.13,568.05,0.0160935246951058,0.0143232369786442,0.15,237.99809160786188,,,674.3279262222754,1427.9885496471716,356.9971374117928,2697.3117048891013,73366.87837298356,217942.78575503937,0.1198323848797581,47070.7336735549,1078.9246819556406,29346.751349193422,8938.894059648977,5077.738770583602,3496.83773387472,30927.652385902304,0.16418118993403386,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
BDI,Sub-Saharan Africa,Burundi,,LIC,,13138197.0,,,0.0,374734.8747499087,13138197.0,548267.886359065,15998660.0,703339.4912991414,19925929.0,870741.1280284504,23949994.0,0.57,,0.03,,,,,,,,,,,,,,,,0.57,,0.03,,,,,,,,,,,,,,,,0.57,0.6,,,213598.87860744793,224840.9248499452,312512.695224667,328960.73181543895,400903.51004051056,422003.6947794848,496322.4429762166,522444.6768170702,,,,Burundi,4036192552.88879,302.992505263552,13321097.0,22.3202446002597,Burundi,2024.0,183.67,230.77,0.0439304966508158,,0.15,,,,,,,,,,,,,,,,,,,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
