iso3,country,best_four_pathway_screen,scenario,mitigation_potential_score,readiness_score,opportunity_readiness_class,central_opportunity_readiness_class
SLV,El Salvador,Prevention,Infrastructure-heavy,0.6166381269606427,0.7768335283684825,No-regret / complementary,No-regret / complementary
GRD,Grenada,Prevention,Infrastructure-heavy,0.1162492926359981,0.6369090415879191,No-regret / complementary,No-regret / complementary
GTM,Guatemala,Prevention,Infrastructure-heavy,0.8421506656727251,0.7330316791631867,Immediate priority,Immediate priority
GUY,Guyana,Prevention,Infrastructure-heavy,0.4231809166348365,0.7868148084970429,No-regret / complementary,No-regret / complementary
HTI,Haiti,Prevention,Infrastructure-heavy,0.7303682941091787,0.5496181092758292,Strategic build-out,Strategic build-out
HND,Honduras,Prevention,Infrastructure-heavy,0.7561185627674006,0.6752829258515254,Immediate priority,Immediate priority
JAM,Jamaica,Prevention,Infrastructure-heavy,0.6210819254046938,0.6996626808643912,No-regret / complementary,No-regret / complementary
MEX,Mexico,AD-bio-CNG,Infrastructure-heavy,1.0,0.6037616545866132,Immediate priority,Immediate priority
NIC,Nicaragua,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
PAN,Panama,Prevention,Infrastructure-heavy,0.627790578397945,0.827503022171553,No-regret / complementary,No-regret / complementary
PRY,Paraguay,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
PER,Peru,Prevention,Infrastructure-heavy,0.8686519904077512,0.8015233945250659,Immediate priority,Immediate priority
PRI,Puerto Rico,AD-bio-CNG,Infrastructure-heavy,0.590955585695927,0.6036943531422149,No-regret / complementary,No-regret / complementary
SXM,Sint Maarten (Dutch),Prevention,Infrastructure-heavy,0.0,0.8294276873786209,No-regret / complementary,No-regret / complementary
KNA,St. Kitts and Nevis,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
LCA,St. Lucia,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
MAF,St. Martin (French),,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
VCT,St. Vincent and the Grenadines,Prevention,Infrastructure-heavy,0.1109287436239665,0.647980491221907,No-regret / complementary,No-regret / complementary
SUR,Suriname,Prevention,Infrastructure-heavy,0.3476518968644992,0.7362600806203806,No-regret / complementary,No-regret / complementary
TTO,Trinidad and Tobago,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
TCA,Turks and Caicos Islands,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
URY,Uruguay,Prevention,Infrastructure-heavy,0.619041244809349,0.928585152038278,No-regret / complementary,No-regret / complementary
VEN,"Venezuela, RB",Prevention,Infrastructure-heavy,0.8528996678767579,0.7682196094514623,Immediate priority,Immediate priority
VIR,Virgin Islands (US),,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
DZA,Algeria,Prevention,Infrastructure-heavy,0.9171427097360412,0.6106667975929209,Immediate priority,Immediate priority
BHR,Bahrain,Prevention,Infrastructure-heavy,0.5842545571762999,0.8854274078012985,No-regret / complementary,No-regret / complementary
DJI,Djibouti,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
EGY,"Egypt, Arab Rep.",Prevention,Infrastructure-heavy,0.9776113379481404,0.6119995662486959,Immediate priority,Immediate priority
IRN,"Iran, Islamic Rep.",Prevention,Infrastructure-heavy,0.9896561617484902,0.5419177591141824,Strategic build-out,Strategic build-out
IRQ,Iraq,Prevention,Infrastructure-heavy,0.9841999711844832,0.8187902945316362,Immediate priority,Immediate priority
ISR,Israel,Prevention,Infrastructure-heavy,0.7673908948849708,0.8323029851980351,Immediate priority,Immediate priority
JOR,Jordan,Prevention,Infrastructure-heavy,0.7456060955080249,0.6743757693049036,Immediate priority,Immediate priority
KWT,Kuwait,Prevention,Infrastructure-heavy,0.7435934767697168,0.8893563318381399,Immediate priority,Immediate priority
LBN,Lebanon,Prevention,Infrastructure-heavy,0.7211903045987212,0.6304271631853163,Immediate priority,Immediate priority
LBY,Libya,Prevention,Infrastructure-heavy,0.801717019329384,0.6840044455681525,Immediate priority,Immediate priority
MLT,Malta,Prevention,Infrastructure-heavy,0.3905169035703643,0.8804500207819025,No-regret / complementary,No-regret / complementary
MAR,Morocco,Prevention,Infrastructure-heavy,0.878053133864097,0.6024325675044535,Immediate priority,Immediate priority
OMN,Oman,Prevention,Infrastructure-heavy,0.6264502355441236,0.9181766022671137,No-regret / complementary,No-regret / complementary
QAT,Qatar,Prevention,Infrastructure-heavy,0.6462946226760945,0.9500000000000001,No-regret / complementary,No-regret / complementary
SAU,Saudi Arabia,Prevention,Infrastructure-heavy,0.9663949349641404,0.879156165703806,Immediate priority,Immediate priority
SYR,Syrian Arab Republic,Prevention,Infrastructure-heavy,0.7720631290436955,0.49850799800876827,Strategic build-out,Strategic build-out
TUN,Tunisia,Prevention,Infrastructure-heavy,0.742717135066421,0.5991469972737369,Strategic build-out,Strategic build-out
ARE,United Arab Emirates,Prevention,Infrastructure-heavy,0.6985978286262401,0.8843102196453495,Immediate priority,Immediate priority
PSE,West Bank and Gaza,Prevention,Infrastructure-heavy,0.6425957067011554,0.6743956061206481,No-regret / complementary,No-regret / complementary
YEM,"Yemen, Rep.",Prevention,Infrastructure-heavy,0.8312501332770891,0.397469590034255,Strategic build-out,Strategic build-out
BMU,Bermuda,Prevention,Infrastructure-heavy,0.0,0.9,No-regret / complementary,No-regret / complementary
CAN,Canada,Prevention,Infrastructure-heavy,0.8876511771333476,0.8746470099233076,Immediate priority,Immediate priority
USA,United States,AD-bio-CNG,Infrastructure-heavy,1.0,0.8083866968903579,Immediate priority,Immediate priority
AFG,Afghanistan,Prevention,Infrastructure-heavy,0.6824331593964805,0.494261266718303,Strategic build-out,Strategic build-out
BGD,Bangladesh,Prevention,Infrastructure-heavy,0.8673050069749466,0.6588489107297351,Immediate priority,Immediate priority
BTN,Bhutan,Prevention,Infrastructure-heavy,0.1938297859131287,0.6150380801232654,No-regret / complementary,No-regret / complementary
IND,India,Prevention,Infrastructure-heavy,1.0,0.5717633194699608,Strategic build-out,Strategic build-out
MDV,Maldives,Prevention,Infrastructure-heavy,0.4142990952635595,0.7597473610179847,No-regret / complementary,No-regret / complementary
NPL,Nepal,Prevention,Infrastructure-heavy,0.6862687510723511,0.570087560059359,Strategic build-out,Strategic build-out
PAK,Pakistan,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
LKA,Sri Lanka,Prevention,Infrastructure-heavy,0.7043027714971855,0.5316987360075538,Strategic build-out,Strategic build-out
AGO,Angola,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
BEN,Benin,Prevention,Infrastructure-heavy,0.6146299650082516,0.4899389088202,Longer-term / local fit,Longer-term / local fit
BWA,Botswana,Prevention,Infrastructure-heavy,0.2610730465966596,0.7574146320321912,No-regret / complementary,No-regret / complementary
BFA,Burkina Faso,Prevention,Infrastructure-heavy,0.4065474638332826,0.4125370106437966,Longer-term / local fit,Longer-term / local fit
BDI,Burundi,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
CPV,Cabo Verde,Prevention,Infrastructure-heavy,0.2408610714130485,0.6075049229999263,No-regret / complementary,No-regret / complementary
CMR,Cameroon,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
CAF,Central African Republic,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
TCD,Chad,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
COM,Comoros,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
COD,"Congo, Dem. Rep.",,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
COG,"Congo, Rep.",,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
CIV,Côte d’Ivoire,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
GNQ,Equatorial Guinea,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
ERI,Eritrea,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
SWZ,Eswatini,Prevention,Infrastructure-heavy,0.3966503327115631,0.5378044727304038,Longer-term / local fit,Longer-term / local fit
ETH,Ethiopia,Prevention,Infrastructure-heavy,0.8170888839471673,0.4315175428161997,Strategic build-out,Strategic build-out
GAB,Gabon,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
GMB,"Gambia, The",,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
GHA,Ghana,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
GIN,Guinea,Prevention,Infrastructure-heavy,0.6629725749981942,0.5095057907408274,Longer-term / local fit,Longer-term / local fit
GNB,Guinea-Bissau,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
KEN,Kenya,Prevention,Infrastructure-heavy,0.7685843886382454,0.5491289261599468,Strategic build-out,Strategic build-out
LSO,Lesotho,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
LBR,Liberia,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
MDG,Madagascar,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
MWI,Malawi,Prevention,Infrastructure-heavy,0.7641352445087537,0.3645833333333333,Strategic build-out,Strategic build-out
MLI,Mali,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
MRT,Mauritania,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
MUS,Mauritius,AD-bio-CNG,Infrastructure-heavy,0.4823959358810789,0.4677758776328664,Longer-term / local fit,Longer-term / local fit
MOZ,Mozambique,Prevention,Infrastructure-heavy,0.7715419881928725,0.43004770115981733,Strategic build-out,Strategic build-out
NAM,Namibia,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
NER,Niger,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
NGA,Nigeria,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
RWA,Rwanda,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
SEN,Senegal,Prevention,Infrastructure-heavy,0.5473940916163427,0.583234312199805,Longer-term / local fit,Longer-term / local fit
SYC,Seychelles,Prevention,Infrastructure-heavy,0.2058994176029729,0.825657898069671,No-regret / complementary,No-regret / complementary
SLE,Sierra Leone,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
SOM,"Somalia, Fed. Rep.",,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
ZAF,South Africa,Prevention,Infrastructure-heavy,0.771813175989036,0.756672140090268,Immediate priority,Immediate priority
SSD,South Sudan,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
SDN,Sudan,Prevention,Infrastructure-heavy,0.798090691502634,0.43841844378838607,Strategic build-out,Strategic build-out
STP,São Tomé and Príncipe,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
TZA,Tanzania,Prevention,Infrastructure-heavy,0.8708483039272807,0.47114536910722116,Strategic build-out,Strategic build-out
TGO,Togo,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
UGA,Uganda,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
ZMB,Zambia,Prevention,Infrastructure-heavy,0.7716406678116028,0.5732233429868508,Strategic build-out,Strategic build-out
ZWE,Zimbabwe,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
ASM,American Samoa,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
AUS,Australia,AD-bio-CNG,Data-completeness-heavy,0.9451936824048736,0.8629068723156011,Immediate priority,Immediate priority
BRN,Brunei Darussalam,AD-electricity,Data-completeness-heavy,0.3946121553771129,0.5019403083028444,Longer-term / local fit,Longer-term / local fit
KHM,Cambodia,Prevention,Data-completeness-heavy,0.7891204840453387,0.5992444386255564,Strategic build-out,Strategic build-out
CHN,China,Prevention,Data-completeness-heavy,1.0,0.6608770581099432,Immediate priority,Immediate priority
FJI,Fiji,Prevention,Data-completeness-heavy,0.3430324819031734,0.6431293234641554,No-regret / complementary,No-regret / complementary
PYF,French Polynesia,Prevention,Data-completeness-heavy,0.208906926979552,0.8128272180649325,No-regret / complementary,No-regret / complementary
GUM,Guam,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
HKG,"Hong Kong SAR, China",AD-bio-CNG,Data-completeness-heavy,0.6965509574755353,0.8611716857321584,Immediate priority,Immediate priority
IDN,Indonesia,Prevention,Data-completeness-heavy,1.0,0.7126272583761235,Immediate priority,Immediate priority
JPN,Japan,Prevention,Data-completeness-heavy,0.4192427209499342,0.9195104016621991,No-regret / complementary,No-regret / complementary
KIR,Kiribati,Prevention,Data-completeness-heavy,0.1042019922815948,0.6801991815349149,No-regret / complementary,No-regret / complementary
KOR,"Korea, Rep.",Prevention,Data-completeness-heavy,0.637981576646601,0.8437803555190118,No-regret / complementary,No-regret / complementary
LAO,Lao PDR,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
MAC,"Macao SAR, China",,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
MYS,Malaysia,Prevention,Data-completeness-heavy,0.9182241651254056,0.7388185535283641,Immediate priority,Immediate priority
MHL,Marshall Islands,Prevention,Data-completeness-heavy,0.0,0.6709954760566522,No-regret / complementary,No-regret / complementary
FSM,"Micronesia, Fed. Sts.",Prevention,Data-completeness-heavy,0.0153479024780708,0.514343617445779,Longer-term / local fit,Longer-term / local fit
MNG,Mongolia,Prevention,Data-completeness-heavy,0.5771760550574917,0.6441489145744576,No-regret / complementary,No-regret / complementary
MMR,Myanmar,AD-bio-CNG,Data-completeness-heavy,0.8398357970490514,0.4954729861328808,Strategic build-out,Strategic build-out
NRU,Nauru,Prevention,Data-completeness-heavy,0.0,0.9110073582304912,No-regret / complementary,No-regret / complementary
NCL,New Caledonia,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
NZL,New Zealand,AD-bio-CNG,Data-completeness-heavy,0.5737778870953206,0.7732733203841754,No-regret / complementary,No-regret / complementary
MNP,Northern Mariana Islands,Prevention,Data-completeness-heavy,0.0158560664590792,0.6991289271176725,No-regret / complementary,No-regret / complementary
PLW,Palau,Prevention,Data-completeness-heavy,0.0401310503180615,0.8220825132329987,No-regret / complementary,No-regret / complementary
PNG,Papua New Guinea,Prevention,Data-completeness-heavy,0.6178051524036267,0.5679546674623626,Longer-term / local fit,Longer-term / local fit
PHL,Philippines,Prevention,Data-completeness-heavy,0.9467666060743666,0.6139294872811409,Immediate priority,Strategic build-out
WSM,Samoa,Prevention,Data-completeness-heavy,0.0906264633694502,0.7518497731082091,No-regret / complementary,No-regret / complementary
SGP,Singapore,AD-bio-CNG,Data-completeness-heavy,0.1486560822700873,0.9583333333333334,No-regret / complementary,No-regret / complementary
SLB,Solomon Islands,Prevention,Data-completeness-heavy,0.442599888067506,0.568578130249165,Longer-term / local fit,Longer-term / local fit
TWN,"Taiwan, China",AD-bio-CNG,Data-completeness-heavy,0.3330537932584356,0.6666666666666666,No-regret / complementary,No-regret / complementary
THA,Thailand,Prevention,Data-completeness-heavy,0.9711303440645884,0.7918610317693074,Immediate priority,Immediate priority
TLS,Timor-Leste,Prevention,Data-completeness-heavy,0.4176073680851568,0.5133998070855227,Longer-term / local fit,Longer-term / local fit
TON,Tonga,Prevention,Data-completeness-heavy,0.0,0.7626096263628502,No-regret / complementary,No-regret / complementary
TUV,Tuvalu,Prevention,Data-completeness-heavy,0.0,0.7111539979620811,No-regret / complementary,No-regret / complementary
VUT,Vanuatu,Prevention,Data-completeness-heavy,0.1454864317852141,0.6389409169695143,No-regret / complementary,Longer-term / local fit
VNM,Viet Nam,Prevention,Data-completeness-heavy,0.943892840906651,0.614138296849663,Immediate priority,Strategic build-out
ALB,Albania,Prevention,Data-completeness-heavy,0.5502963545493029,0.7315731512097525,No-regret / complementary,No-regret / complementary
AND,Andorra,Prevention,Data-completeness-heavy,0.0,0.7822444045283179,No-regret / complementary,No-regret / complementary
ARM,Armenia,Prevention,Data-completeness-heavy,0.4991917823053633,0.8072070672431683,No-regret / complementary,No-regret / complementary
AUT,Austria,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
AZE,Azerbaijan,Prevention,Data-completeness-heavy,0.7280045269487914,0.7885748195982344,Immediate priority,Immediate priority
BLR,Belarus,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
BEL,Belgium,Prevention,Data-completeness-heavy,0.2676760273225788,0.8463325185718484,No-regret / complementary,No-regret / complementary
BIH,Bosnia and Herzegovina,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
BGR,Bulgaria,AD-bio-CNG,Data-completeness-heavy,0.5827102394175456,0.7683891407874445,No-regret / complementary,No-regret / complementary
CHI,Channel Islands,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
HRV,Croatia,AD-bio-CNG,Data-completeness-heavy,0.5963525116418177,0.7468091664385655,No-regret / complementary,No-regret / complementary
CYP,Cyprus,Prevention,Data-completeness-heavy,0.4897734963044797,0.752967791866251,No-regret / complementary,No-regret / complementary
CZE,Czech Republic,Prevention,Data-completeness-heavy,0.7063583482092564,0.7558041972055266,Immediate priority,Immediate priority
DNK,Denmark,AD-bio-CNG,Data-completeness-heavy,0.2637711030629047,0.9361162409359262,No-regret / complementary,No-regret / complementary
EST,Estonia,Prevention,Data-completeness-heavy,0.2189354478088819,0.7539924413677798,No-regret / complementary,No-regret / complementary
FRO,Faroe Islands,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
FIN,Finland,AD-bio-CNG,Data-completeness-heavy,0.0104421278576868,0.8213423596738505,No-regret / complementary,No-regret / complementary
FRA,France,AD-bio-CNG,Data-completeness-heavy,0.8164016709562202,0.8134405809839315,Immediate priority,Immediate priority
GEO,Georgia,Prevention,Data-completeness-heavy,0.6185394928825085,0.8000630271298408,No-regret / complementary,No-regret / complementary
DEU,Germany,Prevention,Data-completeness-heavy,0.5339167422446018,0.7712413933270575,No-regret / complementary,No-regret / complementary
GIB,Gibraltar,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
GRC,Greece,Prevention,Data-completeness-heavy,0.754132829386763,0.8345076678972377,Immediate priority,Immediate priority
GRL,Greenland,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
HUN,Hungary,AD-bio-CNG,Data-completeness-heavy,0.5838826511987801,0.6443579817553866,No-regret / complementary,No-regret / complementary
ISL,Iceland,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
IRL,Ireland,AD-bio-CNG,Data-completeness-heavy,0.4980585979119231,0.817045400057349,No-regret / complementary,No-regret / complementary
IMN,Isle of Man,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
ITA,Italy,Prevention,Data-completeness-heavy,0.7964835346737906,0.7562673759011832,Immediate priority,Immediate priority
KAZ,Kazakhstan,Prevention,Data-completeness-heavy,0.6894868867931253,0.7343974458926897,Immediate priority,Immediate priority
XKX,Kosovo,Prevention,Data-completeness-heavy,0.4856336017855869,0.6342047460238873,No-regret / complementary,No-regret / complementary
KGZ,Kyrgyz Republic,Prevention,Data-completeness-heavy,0.6169047546972349,0.5888158863493815,Longer-term / local fit,Longer-term / local fit
LVA,Latvia,AD-bio-CNG,Data-completeness-heavy,0.4753571553535252,0.6489781431526577,No-regret / complementary,No-regret / complementary
LIE,Liechtenstein,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
LTU,Lithuania,Prevention,Data-completeness-heavy,0.3236412496057487,0.8999023944030443,No-regret / complementary,No-regret / complementary
LUX,Luxembourg,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
MDA,Moldova,AD-bio-CNG,Data-completeness-heavy,0.5213101080162478,0.4639678676070681,Longer-term / local fit,Longer-term / local fit
MCO,Monaco,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
MNE,Montenegro,Prevention,Data-completeness-heavy,0.4030876376706442,0.8073294078600523,No-regret / complementary,No-regret / complementary
NLD,Netherlands,AD-bio-CNG,Data-completeness-heavy,0.3143569147589138,0.8850038497610742,No-regret / complementary,No-regret / complementary
MKD,North Macedonia,Prevention,Data-completeness-heavy,0.5613959011182842,0.7279861193383441,No-regret / complementary,No-regret / complementary
NOR,Norway,AD-bio-CNG,Data-completeness-heavy,0.346039470076882,0.8678836431509425,No-regret / complementary,No-regret / complementary
POL,Poland,AD-electricity,Data-completeness-heavy,0.7818484620385867,0.7345403468190992,Immediate priority,Immediate priority
PRT,Portugal,AD-bio-CNG,Data-completeness-heavy,0.7381099519503324,0.6600354005544868,Immediate priority,Immediate priority
ROU,Romania,Prevention,Data-completeness-heavy,0.7973008670746271,0.8133037738076219,Immediate priority,Immediate priority
RUS,Russian Federation,AD-bio-CNG,Data-completeness-heavy,1.0,0.603740523477977,Immediate priority,Strategic build-out
SMR,San Marino,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
SRB,Serbia,Prevention,Data-completeness-heavy,0.6739880995643427,0.7364464292149653,Immediate priority,Immediate priority
SVK,Slovak Republic,Prevention,Data-completeness-heavy,0.615425720452251,0.7357159138630573,No-regret / complementary,No-regret / complementary
SVN,Slovenia,AD-bio-CNG,Data-completeness-heavy,0.3135854722265407,0.8246027132954404,No-regret / complementary,No-regret / complementary
ESP,Spain,AD-bio-CNG,Data-completeness-heavy,0.9162042117085974,0.7757393762919265,Immediate priority,Immediate priority
SWE,Sweden,Prevention,Data-completeness-heavy,0.2267739785944709,0.8535467651291487,No-regret / complementary,No-regret / complementary
CHE,Switzerland,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
TJK,Tajikistan,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
TKM,Turkmenistan,Prevention,Data-completeness-heavy,0.4212738369990971,0.7016867357762026,No-regret / complementary,No-regret / complementary
TUR,Türkiye,Prevention,Data-completeness-heavy,1.0,0.7611433037851495,Immediate priority,Immediate priority
UKR,Ukraine,Prevention,Data-completeness-heavy,0.8799563135861703,0.6370237746845318,Immediate priority,Strategic build-out
GBR,United Kingdom,AD-bio-CNG,Data-completeness-heavy,0.6772335707540755,0.8433394595457446,Immediate priority,Immediate priority
UZB,Uzbekistan,AD-electricity,Data-completeness-heavy,0.7825844356431367,0.49049256431399124,Strategic build-out,Strategic build-out
ATG,Antigua and Barbuda,Prevention,Data-completeness-heavy,0.0928201577206545,0.7995682770735449,No-regret / complementary,No-regret / complementary
ARG,Argentina,AD-bio-CNG,Data-completeness-heavy,0.946518227649086,0.7172694582051117,Immediate priority,Immediate priority
ABW,Aruba,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
BHS,"Bahamas, The",,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
BRB,Barbados,Prevention,Data-completeness-heavy,0.4344271524599532,0.8203907806083566,No-regret / complementary,No-regret / complementary
BLZ,Belize,Prevention,Data-completeness-heavy,0.2847988276354339,0.7118649041178724,No-regret / complementary,No-regret / complementary
BOL,Bolivia,Prevention,Data-completeness-heavy,0.7598000137893943,0.7036326356713235,Immediate priority,Immediate priority
BRA,Brazil,Prevention,Data-completeness-heavy,1.0,0.82277603537776,Immediate priority,Immediate priority
VGB,British Virgin Islands,Prevention,Data-completeness-heavy,0.0,0.7538090930771233,No-regret / complementary,No-regret / complementary
CYM,Cayman Islands,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
CHL,Chile,Prevention,Data-completeness-heavy,0.898697058909988,0.9069324055352757,Immediate priority,Immediate priority
COL,Colombia,Prevention,Data-completeness-heavy,0.9465198742433693,0.8078573111941006,Immediate priority,Immediate priority
CRI,Costa Rica,Prevention,Data-completeness-heavy,0.6480993632847455,0.8207515403101382,No-regret / complementary,No-regret / complementary
CUB,Cuba,Prevention,Data-completeness-heavy,0.7975813786761158,0.681713005065918,Immediate priority,Immediate priority
CUW,Curaçao,Prevention,Data-completeness-heavy,0.2893420181796118,0.696418997928124,No-regret / complementary,No-regret / complementary
DMA,Dominica,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
DOM,Dominican Republic,Prevention,Data-completeness-heavy,0.7876778392219946,0.7443346519559315,Immediate priority,Immediate priority
ECU,Ecuador,AD-bio-CNG,Data-completeness-heavy,0.7592807075460002,0.5970514066794239,Strategic build-out,Strategic build-out
SLV,El Salvador,Prevention,Data-completeness-heavy,0.6166381269606427,0.8013751462763619,No-regret / complementary,No-regret / complementary
GRD,Grenada,Prevention,Data-completeness-heavy,0.1162492926359981,0.6339317811909393,No-regret / complementary,No-regret / complementary
GTM,Guatemala,Prevention,Data-completeness-heavy,0.8421506656727251,0.76852375937239,Immediate priority,Immediate priority
GUY,Guyana,Prevention,Data-completeness-heavy,0.4231809166348365,0.7776111063727822,No-regret / complementary,No-regret / complementary
HTI,Haiti,Prevention,Data-completeness-heavy,0.7303682941091787,0.599713581956872,Strategic build-out,Strategic build-out
HND,Honduras,Prevention,Data-completeness-heavy,0.7561185627674006,0.756462194388644,Immediate priority,Immediate priority
JAM,Jamaica,Prevention,Data-completeness-heavy,0.6210819254046938,0.7122470106482934,No-regret / complementary,No-regret / complementary
MEX,Mexico,AD-bio-CNG,Data-completeness-heavy,1.0,0.7479283212532799,Immediate priority,Immediate priority
NIC,Nicaragua,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
PAN,Panama,Prevention,Data-completeness-heavy,0.627790578397945,0.8081272666286647,No-regret / complementary,No-regret / complementary
PRY,Paraguay,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
PER,Peru,Prevention,Data-completeness-heavy,0.8686519904077512,0.8198925458937995,Immediate priority,Immediate priority
PRI,Puerto Rico,AD-bio-CNG,Data-completeness-heavy,0.590955585695927,0.7070276864755483,No-regret / complementary,No-regret / complementary
SXM,Sint Maarten (Dutch),Prevention,Data-completeness-heavy,0.0,0.7783207655339657,No-regret / complementary,No-regret / complementary
KNA,St. Kitts and Nevis,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
LCA,St. Lucia,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
MAF,St. Martin (French),,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
VCT,St. Vincent and the Grenadines,Prevention,Data-completeness-heavy,0.1109287436239665,0.6422353684164303,No-regret / complementary,No-regret / complementary
SUR,Suriname,Prevention,Data-completeness-heavy,0.3476518968644992,0.7396950604652854,No-regret / complementary,No-regret / complementary
TTO,Trinidad and Tobago,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
TCA,Turks and Caicos Islands,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
URY,Uruguay,Prevention,Data-completeness-heavy,0.619041244809349,0.9151888640287085,No-regret / complementary,No-regret / complementary
VEN,"Venezuela, RB",Prevention,Data-completeness-heavy,0.8528996678767579,0.7949147070885967,Immediate priority,Immediate priority
VIR,Virgin Islands (US),,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
DZA,Algeria,Prevention,Data-completeness-heavy,0.9171427097360412,0.6455000981946906,Immediate priority,Immediate priority
BHR,Bahrain,Prevention,Data-completeness-heavy,0.5842545571762999,0.8515705558509739,No-regret / complementary,No-regret / complementary
DJI,Djibouti,,Data-completeness-heavy,,,Missing/insufficient,Missing/insufficient
EGY,"Egypt, Arab Rep.",Prevention,Data-completeness-heavy,0.9776113379481404,0.6777496746865219,Immediate priority,Immediate priority
IRN,"Iran, Islamic Rep.",Prevention,Data-completeness-heavy,0.9896561617484902,0.5626883193356368,Strategic build-out,Strategic build-out
IRQ,Iraq,Prevention,Data-completeness-heavy,0.9841999711844832,0.8640927208987271,Immediate priority,Immediate priority
ISR,Israel,Prevention,Data-completeness-heavy,0.7673908948849708,0.7804772388985264,Immediate priority,Immediate priority
JOR,Jordan,Prevention,Data-completeness-heavy,0.7456060955080249,0.7245318269786777,Immediate priority,Immediate priority
KWT,Kuwait,Prevention,Data-completeness-heavy,0.7435934767697168,0.8545172488786049,Immediate priority,Immediate priority
