iso3,country,region,income_2022,best_four_pathway_screen,best_four_pathway_benefit_tco2e,mitigation_potential_score,best_pathway_readiness_score,opportunity_readiness_class,readiness_general_score,readiness_prevention_score,readiness_composting_score,readiness_ad_electricity_score,readiness_bio_cng_score,readiness_collection_score,readiness_income_score,readiness_gdp_score,readiness_urban_score,readiness_existing_biological_score,readiness_existing_recovery_score,readiness_data_completeness_score
COG,"Congo, Rep.",Sub-Saharan Africa,LMIC,,,,,,0.46743434785681776,0.5141447826189393,0.40949099140553125,0.3483884802987359,0.4647676811901511,0.431067961165049,0.45,0.24920777366196378,0.581896004457076,0.0,0.4366666666666667,0.625
CIV,Côte d’Ivoire,Sub-Saharan Africa,LMIC,,,,,,0.37174853318670475,0.3989161777289016,0.270996688745188,0.14975101662781373,0.2592485331867047,,0.45,0.22400406651125496,0.43799006623556397,0.0,0.0,0.375
GNQ,Equatorial Guinea,Sub-Saharan Africa,UMIC,,,,,,0.57085284545533,0.5652842818184434,0.3511822353090965,0.2137161689735077,0.38335284545533,,0.75,0.4798646758940308,0.6785467059272893,0.0,0.0,0.375
ERI,Eritrea,Sub-Saharan Africa,LIC,,,,,,0.2326530117458769,0.24421767058195898,0.14931967841254357,0.08333333333333333,0.14931967841254357,,0.25,,0.19795903523763067,0.0,0.0,0.25
SWZ,Eswatini,Sub-Saharan Africa,LMIC,Prevention,46120.1905821854,0.39665033271156314,0.5378044727304038,Longer-term / local fit,0.41341341819121125,0.5378044727304038,0.32048894306180664,0.40704148829817893,0.42143264274762426,0.46,0.45,0.3351113187088297,0.07195577224722668,0.0,0.49009612278206505,0.75
ETH,Ethiopia,Sub-Saharan Africa,LIC,Prevention,1397566.808790034,0.8170888839471673,0.4315175428161997,Strategic build-out,0.29455262844859914,0.4315175428161997,0.2966225624084473,0.25603963252072454,0.2633376824474824,0.4,0.25,0.03627289260920643,0.03649024963378935,0.0,0.09392526999441633,0.75
GAB,Gabon,Sub-Saharan Africa,UMIC,,,,,,0.6754443915839385,0.6418147971946462,0.48321926909332796,0.25052993976394256,0.48794439158393854,,0.75,0.5021197590557703,0.949657807279984,0.0,0.0,0.5
GMB,"Gambia, The",Sub-Saharan Africa,LIC,,,,,,0.3321386909477088,0.36071289698256964,0.35905328044279017,0.1253487306156162,0.26963869094770887,,0.25,0.0013949224624647102,0.5771598413283706,0.0,0.0,0.5
GHA,Ghana,Sub-Saharan Africa,LMIC,,,,,,0.38395958166575617,0.4029865272219187,0.2905582649016489,0.14729088298951945,0.2714595816657561,,0.45,0.2141635319580778,0.4966747947049467,0.0,0.0,0.375
GIN,Guinea,Sub-Saharan Africa,LMIC,Prevention,400239.0683048141,0.6629725749981942,0.5095057907408274,Longer-term / local fit,0.3285173722224822,0.5095057907408274,0.2692116558230353,0.20921471423072058,0.2551840388891488,0.097,0.45,0.11574023782026943,0.2298466232921413,0.0,0.08333333333333334,0.75
GNB,Guinea-Bissau,Sub-Saharan Africa,LIC,,,,,,0.24343722036895166,0.28947907345631724,0.2368342929416231,0.0970615006627343,0.18093722036895166,,0.25,0.013246002650937222,0.33550287882486934,0.0,0.0,0.375
KEN,Kenya,Sub-Saharan Africa,LMIC,Prevention,942886.3438376648,0.7685843886382454,0.5491289261599468,Strategic build-out,0.4473867784798403,0.5491289261599468,0.396201070679708,0.32690469312865467,0.3573867784798403,0.682393855962904,0.45,0.20212960968036953,0.152410426755928,0.0,0.0,0.75
LSO,Lesotho,Sub-Saharan Africa,LMIC,,,,,,0.2901420113853387,0.37171400379511293,0.2213128734068098,0.10540735633023136,0.1776420113853387,,0.45,0.046629425320925434,0.2889386202204293,0.0,0.0,0.375
LBR,Liberia,Sub-Saharan Africa,LIC,,,,,,0.30236368569433336,0.3507878952314445,0.3198182475924444,0.125,0.23986368569433333,,0.25,0.0,0.45945474277733334,0.0,0.0,0.5
MDG,Madagascar,Sub-Saharan Africa,LIC,,,,,,0.24117275025756962,0.3720575834191899,0.23896593782196202,0.16040000000000001,0.1911727502575696,0.177,0.25,0.0,0.15386375128784802,0.0,0.0,0.625
MWI,Malawi,Sub-Saharan Africa,LIC,Prevention,909456.8226576404,0.7641352445087537,0.3645833333333333,Strategic build-out,0.21875,0.3645833333333333,0.20833333333333334,0.17291666666666666,0.17291666666666666,,0.25,0.0,0.0,0.0,0.06666666666666667,0.625
MLI,Mali,Sub-Saharan Africa,LIC,,,,,,0.24976225072039773,0.3749207502401326,0.24092190189396634,0.17202472920522466,0.19976225072039772,0.2,0.25,0.03512364602612323,0.13868760757586535,0.0,0.0,0.625
MRT,Mauritania,Sub-Saharan Africa,LMIC,,,,,,0.41342763805024063,0.4544758793500802,0.33916488719876714,0.2048873059844986,0.3342609713835739,,0.45,0.1862158906046611,0.5174946615963013,0.0,0.13333333333333333,0.5
MUS,Mauritius,Sub-Saharan Africa,UMIC,AD-bio-CNG,92476.04276413504,0.48239593588107893,0.5479977198261063,Longer-term / local fit,0.684664386492773,0.7698881288309244,0.5320833752952614,0.4973310195898972,0.5479977198261063,1.0,0.75,0.5449884312828196,0.25333350118104536,0.0,0.06666666666666667,0.875
MOZ,Mozambique,Sub-Saharan Africa,LIC,Prevention,965786.0182639866,0.7715419881928725,0.43004770115981733,Strategic build-out,0.290143103479452,0.43004770115981733,0.300178879349315,0.205,0.245143103479452,0.25,0.25,0.0,0.20071551739726004,0.0,0.025,0.75
NAM,Namibia,Sub-Saharan Africa,UMIC,,,,,,0.4694592491918236,0.5314864163972746,0.2562404611874698,0.18352890330122124,0.2819592491918236,,0.75,0.35911561320488494,0.3937213835624093,0.0,0.0,0.375
NER,Niger,Sub-Saharan Africa,LIC,,,,,,0.1875,0.3125,0.16666666666666666,0.125,0.125,,0.25,0.0,0.0,0.0,0.0,0.5
NGA,Nigeria,Sub-Saharan Africa,LMIC,,,,,,0.41954788549207667,0.4981826284973589,0.344159216874075,0.21922051199281664,0.32954788549207664,0.2,0.45,0.2711025599640832,0.5516368674963,0.0,0.0,0.625
RWA,Rwanda,Sub-Saharan Africa,LIC,,,,,,0.19088621088488075,0.2719620702949603,0.1595807567723382,0.10245064330562709,0.12838621088488075,,0.25,0.034802573222508335,0.10374227031701466,0.0,0.0,0.375
SEN,Senegal,Sub-Saharan Africa,LMIC,Prevention,156696.92743672951,0.5473940916163427,0.583234312199805,Longer-term / local fit,0.424702936599415,0.583234312199805,0.38372835367478264,0.2455202536595889,0.3347029365994151,0.214,0.45,0.13860126829794453,0.4459134146991307,0.0,0.0,0.875
SYC,Seychelles,Sub-Saharan Africa,HIC,Prevention,9811.833882583684,0.20589941760297298,0.825657898069671,No-regret / complementary,0.7269736942090128,0.825657898069671,0.495536069993719,0.47654483821403765,0.5429736942090129,0.9,1.0,0.6527241910701883,0.33214427997487606,0.0,0.08,0.75
SLE,Sierra Leone,Sub-Saharan Africa,LIC,,,,,,0.23903005575030128,0.2880100185834338,0.23285170824154977,0.09564127456913896,0.17653005575030128,,0.25,0.007565098276555819,0.32355512472464937,0.0,0.0,0.375
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa,LIC,,,,,,0.26792003862892966,0.29764001287630987,0.2738933848385729,0.09375,0.20542003862892966,,0.25,0.0,0.4466801545157187,0.0,0.0,0.375
ZAF,South Africa,Sub-Saharan Africa,UMIC,Prevention,967913.3651677726,0.771813175989036,0.756672140090268,Immediate priority,0.6450164202708039,0.756672140090268,0.506922233070109,0.4069786338147166,0.5229164202708039,0.573,0.75,0.44739316907358323,0.579688932280436,0.0,0.1395,0.875
SSD,South Sudan,Sub-Saharan Africa,LIC,,,,,,0.170112053798496,0.2233706845994987,0.08677872046516266,0.08333333333333333,0.08677872046516266,,0.25,,0.010336161395487977,0.0,0.0,0.25
SDN,Sudan,Sub-Saharan Africa,LIC,Prevention,1197924.516656559,0.798090691502634,0.43841844378838607,Strategic build-out,0.3152553313651582,0.43841844378838607,0.319069950684362,0.22599937081766858,0.2652553313651582,0.33,0.25,0.04999685408834303,0.19627980273744802,0.0,0.0,0.75
STP,São Tomé and Príncipe,Sub-Saharan Africa,LMIC,,,,,,0.4658286848127936,0.5136095616042645,0.41249030659944697,0.24683643953323595,0.3758286848127935,0.38,0.45,0.2291821976661798,0.644961226397788,0.0,0.0,0.625
TZA,Tanzania,Sub-Saharan Africa,LMIC,Prevention,2161734.5572617617,0.8708483039272807,0.47114536910722116,Strategic build-out,0.3384361073216635,0.47114536910722116,0.27421543838984314,0.2077745285292812,0.2571861073216635,,0.45,0.08109811411712478,0.19764631516952932,0.0,0.125,0.625
TGO,Togo,Sub-Saharan Africa,LIC,,,,,,0.27061353631577756,0.3402045121052592,0.26770325687805646,0.13233609365723523,0.20811353631577756,,0.25,0.0293443746289409,0.30310977063416933,0.0,0.0,0.5
UGA,Uganda,Sub-Saharan Africa,LIC,,,,,,0.2598406850773448,0.3782802283591149,0.25244531987096225,0.1642566951741231,0.19734068507734479,,0.25,0.032026780696492486,0.13233595961288666,0.0,0.0,0.625
ZMB,Zambia,Sub-Saharan Africa,LMIC,Prevention,966559.5740354428,0.7716406678116028,0.5732233429868508,Strategic build-out,0.39467002896055237,0.5732233429868508,0.35074617039282296,0.25907309264629397,0.3246700289605523,0.2,0.45,0.12036546323146968,0.32798468157129196,0.0,0.1,0.875
ZWE,Zimbabwe,Sub-Saharan Africa,LMIC,,,,,,0.47190208691282276,0.5156340289709409,0.41685173572301365,0.3320206983344118,0.38190208691282274,0.793,0.45,0.24210349167205886,0.24940694289205462,0.0,0.0,0.625
